type;id;currency_salary;salary_from;salary_to
b2b;applover-project-manager;pln;10000;16000
permanent;applover-project-manager;pln;8330;13330
permanent;adva-optical-networking-sp-z-o-o-software-engineer-c-8772636a-9cbc-4052-ad67-94a507f9816f;pln;11000;16000
b2b;awaken-realms-senior-mid-unity-developer-wroclaw;pln;6000;11000
b2b;better-soft-services-android-developer-remote;pln;12000;19000
b2b;deepsolver-mid-senior-python-backend-developer;pln;12000;18000
permanent;develeap-junior-devops-with-free-13weeks-training;pln;9000;9000
b2b;cloud-services-sp-z-o-o-business-analyst;pln;10000;14000
b2b;manpowergroup-automation-tester-c7d6e57a-f716-4703-8eae-af22e0bb4911;pln;20160;23520
b2b;livekid-junior-mid-react-native-developer;pln;10000;14000
permanent;omtech-sp-z-o-o-android-ios-developer;;;
b2b;omtech-sp-z-o-o-android-ios-developer;;;
permanent;britenet-specjalista-helpdesk-warszawa;;;
permanent;dynarisk-backend-engineer-php-go;pln;10000;16000
permanent;samsung-r-d-institute-poland-python-test-automation-engineer;;;
b2b;onoco-nodejs-backend-developer;pln;12000;20000
b2b;accenture-sp-z-o-o-c-developer-systemy-billingowe;;;
permanent;accenture-sp-z-o-o-c-developer-systemy-billingowe;;;
b2b;manpowergroup-junior-it-consultant-project-manager;pln;20160;25200
b2b;airswift-ruby-on-rails-developer;usd;7200;10000
b2b;7n-junior-data-engtineer-python-js-etl;pln;15120;18480
b2b;united-software-networking-aqa-engineer-skybox;usd;4000;7000
b2b;postdata-developer-wpf-krakow;;;
permanent;postdata-developer-wpf-krakow;;;
permanent;meetlify-sp-z-o-o-senior-flutter-developer;pln;15000;20000
b2b;meetlify-sp-z-o-o-senior-flutter-developer;pln;14000;18000
permanent;zabka-polska-data-engineer;;;
b2b;zabka-polska-data-engineer;;;
permanent;egzotech-qa-engineer-041ea0c9-4290-4bc6-8a0d-b8c9c66b18da;pln;8000;10000
permanent;teyon-junior-c-game-programmer;;;
b2b;syzygy-ux-ui-designer-warszawa;pln;10000;13000
permanent;syzygy-ux-ui-designer-warszawa;pln;8400;11000
b2b;proxet-poland-fullstack-engineer-react-java;pln;23000;28000
permanent;proxet-poland-fullstack-engineer-react-java;pln;19000;24000
b2b;qbusoft-senior-fullstack-developer-vuejs-net;pln;18000;22000
b2b;code-poets-agile-project-manager;pln;15000;20000
permanent;teyon-junior-qa-tester;;;
b2b;happy-team-release-manager;pln;17000;23000
b2b;polkomtel-sp-z-o-o-architekt-integracji;;;
permanent;polkomtel-sp-z-o-o-architekt-integracji;;;
b2b;4-pl-eastern-europe-sp-z-o-o-project-manager;;;
permanent;4-pl-eastern-europe-sp-z-o-o-project-manager;;;
permanent;nokia-technical-leader-development-ae359090-9b24-4117-a9ab-3467de35c703;;;
b2b;form-senior-frontend-engineer-react-native-krakow;pln;20000;28000
permanent;form-senior-frontend-engineer-react-native-krakow;pln;20000;26000
b2b;predica-sp-z-o-o-senior-net-fullstack-engineer;pln;16000;26000
permanent;predica-sp-z-o-o-senior-net-fullstack-engineer;pln;14000;22000
b2b;4-pl-eastern-europe-sp-z-o-o-scrum-master-d987c61c-b48b-4c44-98d4-9c94ae1d05bb;;;
permanent;4-pl-eastern-europe-sp-z-o-o-scrum-master-d987c61c-b48b-4c44-98d4-9c94ae1d05bb;;;
b2b;playtika-talent-acquisition-specialist;;;
permanent;playtika-talent-acquisition-specialist;;;
b2b;devsdata-llc-graphics-software-engineer;pln;20000;30000
b2b;espeo-software-remote-product-owner;pln;18600;25400
b2b;devsdata-llc-devops-engineer-remote-0de71f16-831e-4958-9332-ca2c9dbf2180;pln;30000;35000
b2b;3mdeb-sp-z-o-o-junior-embedded-systems-developer-gdansk;pln;5000;7000
permanent;3mdeb-sp-z-o-o-junior-embedded-systems-developer-gdansk;pln;4000;5000
b2b;cyber_folks-junior-php-developer;;;
permanent;samsung-r-d-institute-poland-junior-c-developer;;;
permanent;informatica-polska-sp-z-o-o-senior-system-engineer;pln;13000;16000
b2b;boldare-scrum-master-0397cc8a-877b-4b45-b71b-35829a081d8d;pln;9000;15700
permanent;boldare-scrum-master-0397cc8a-877b-4b45-b71b-35829a081d8d;pln;6600;11700
b2b;happy-team-junior-automation-tester;pln;6000;10000
b2b;u2i-a-true-scrum-master-krakow;pln;14000;19000
permanent;u2i-a-true-scrum-master-krakow;pln;12000;16000
b2b;streamvx-backend-developer;pln;12000;19000
permanent;streamvx-backend-developer;pln;11000;18000
permanent;zooplus-tech-lead-senior-software-engineer;;;
permanent;allegro-business-applications-specialist-warszawa;;;
b2b;bitcoin-technologies-angular-developer-warszawa;pln;15000;24000
b2b;lsi-software-frontend-developer-91244098-cc21-4f2f-963b-fed960eb76f9;pln;9500;17000
permanent;lsi-software-frontend-developer-91244098-cc21-4f2f-963b-fed960eb76f9;pln;8000;14000
b2b;dxc-technology-junior-bigdata-apps-engineer-googleazure;;;
permanent;dxc-technology-junior-bigdata-apps-engineer-googleazure;;;
b2b;codequest-devops-engineer;pln;10000;16000
b2b;connectpoint-front-end-developer-gdansk;pln;12000;19000
permanent;connectpoint-front-end-developer-gdansk;pln;9500;16000
b2b;varwise-remote-senior-big-data-engineer-wroclaw;pln;24000;30000
permanent;varwise-remote-senior-big-data-engineer-wroclaw;pln;20000;25000
b2b;varwise-senior-software-engineer-java-wroclaw;pln;24000;30000
permanent;varwise-senior-software-engineer-java-wroclaw;pln;20000;25000
permanent;itss-programista-net-backend;pln;10000;18000
b2b;itss-programista-net-backend;pln;10000;18000
permanent;streamvx-software-tester;pln;4000;8000
permanent;volvo-polska-senior-it-project-manager;pln;15000;20000
b2b;svitla-systems-middle-senior-xamarin-developer;pln;14000;26000
b2b;sii-salesforce-administrator-gdansk;;;
permanent;grupa-pzu-analityk-systemowy;;;
b2b;3mdeb-sp-z-o-o-junior-embedded-c-developer-gdansk;pln;5000;7000
permanent;3mdeb-sp-z-o-o-junior-embedded-c-developer-gdansk;pln;4000;5000
b2b;3mdeb-sp-z-o-o-junior-hardware-validation-engineer-gdansk;pln;4200;6600
permanent;3mdeb-sp-z-o-o-junior-hardware-validation-engineer-gdansk;pln;3500;5500
mandate_contract;softserve-trainee-golang-software-engineer;pln;3800;3800
mandate_contract;softserve-trainee-c-software-engineer;pln;3800;3800
mandate_contract;softserve-trainee-java-software-engineer;pln;3800;3800
permanent;randstad-polska-sp-z-o-o-wan-senior-engineer;;;
permanent;randstad-polska-sp-z-o-o-lan-wi-fi-engineer;;;
mandate_contract;softserve-trainee-test-automation-engineer;pln;3800;3800
permanent;samsung-r-d-institute-poland-full-stack-developer-django;;;
mandate_contract;softserve-trainee-angular-software-engineer;pln;3800;3800
mandate_contract;softserve-trainee-netops-engineer;pln;3800;3800
permanent;kuehne-nagel-gcp-cloud-engineer-wroclaw;;;
b2b;boldare-scrum-master-4e96d7b7-a1e2-4975-aedf-5df556f08342;pln;15700;22500
permanent;boldare-scrum-master-4e96d7b7-a1e2-4975-aedf-5df556f08342;pln;11700;16700
permanent;proservice-finteco-sp-z-o-o-administrator-bezpieczenstwa-it;;;
mandate_contract;softserve-trainee-test-automation-engineer-java;pln;3800;3800
permanent;proservice-finteco-sp-z-o-o-administrator-systemow-informatycznych;;;
mandate_contract;egnyte-poland-summer-internship-devops-engineer;;;
permanent;allegro-big-data-engineer-gdansk;pln;12800;17600
permanent;acturis-poland-sp-z-o-o-analityk-wsparcia-aplikacji-wroclaw;;;
b2b;scalo-sharepoint-developer-junior-mid-senior;pln;19320;38640
permanent;volvo-polska-solution-java-architect;pln;17000;21000
b2b;acaisoft-senior-data-engineer-c8be7573-e06d-4035-b923-ca05a66f2384;pln;20000;30000
permanent;samsung-r-d-institute-poland-automatic-speech-recognition-engineer-warszawa;;;
b2b;klus-sp-z-o-o-administrator-sap-business-one;;;
permanent;klus-sp-z-o-o-administrator-sap-business-one;;;
permanent;vivy-senior-frontend-developer;;;
permanent;bytepitch-poland-quality-assurance-engineer;;;
permanent;brainly-delivery-manager-tutoring-krakow;pln;17000;24000
permanent;softax-junior-test-automation-engineer-warszawa;pln;5000;9000
b2b;rtb-house-technical-account-manager-d60ac460-e3cc-46d9-99a9-e6635dc7179d;pln;8000;12500
permanent;teyon-senior-level-gameplay-designer;;;
permanent;kmd-poland-infrastructure-architect;;;
b2b;adtonos-remote-junior-site-reliability-engineer;pln;5000;7000
b2b;foss-site-reliability-engineer;;;
b2b;atos-application-support-engineer;;;
permanent;atos-application-support-engineer;;;
permanent;eobuwie-pl-senior-ios-developer;pln;16000;21000
b2b;eobuwie-pl-senior-ios-developer;pln;16000;21000
b2b;hays-poland-software-developer-devops;pln;25600;32000
b2b;virtuslab-senior-scala-engineer-krakow;pln;21000;27000
permanent;virtuslab-senior-scala-engineer-krakow;pln;15500;20500
permanent;egzotech-net-developer;pln;11000;12000
b2b;macopedia-inzynier-jakosci-tester;pln;7000;12000
b2b;macopedia-php-cms-headless-applications-developer-poznan;pln;10000;15000
b2b;enelion-mobile-developer;pln;12000;18000
permanent;whirly-java-developer-mikroserwisy-ddd;;;
b2b;whirly-java-developer-mikroserwisy-ddd;;;
b2b;adastra-java-engineer;eur;3300;5500
b2b;speednet-it-administrator-gdansk;pln;11000;15000
b2b;softwareone-sap-integration-sr-consultant-pi-po-cpi;;;
permanent;bnp-paribas-bank-polska-hadoop-administrator;;;
permanent;deloitte-polska-automation-qa-engineer;;;
b2b;innovatika-account-manager-project-manager;pln;7000;9000
permanent;room-8-group-qa-director;;;
b2b;amc-bridge-c-software-engineer;usd;2800;4000
b2b;dac-digital-senior-azure-devops-engineer-gdansk;pln;25000;35000
permanent;deloitte-ce-bsc-bi-reporting-specialist;;;
permanent;room-8-group-qa-manager;;;
permanent;deloitte-ce-bsc-database-developer-rzeszow;;;
permanent;deloitte-ce-bsc-senior-bi-developer;;;
b2b;deloitte-ce-bsc-it-application-administrator;;;
b2b;flyps-vue-js-frontend-developer-senior;pln;20000;28000
b2b;softwareone-sap-integration-jr-consultant-pi-po-cpi;;;
permanent;deloitte-ce-bsc-full-stack-net-angular-developer-rzeszow;;;
b2b;appex-team-senior-python-developer;pln;22000;25000
b2b;andersen-python-developer-d1676c2e-945c-4591-bace-ac52c61a96c1;pln;15000;23000
permanent;andersen-python-developer-d1676c2e-945c-4591-bace-ac52c61a96c1;pln;12000;19000
b2b;tuatara-sp-z-o-o-business-system-consultant;pln;14000;20000
permanent;tuatara-sp-z-o-o-business-system-consultant;pln;12000;18000
permanent;ing-poland-hubs-onedrive-sharepoint-online-engineer;;;
b2b;e-xim-it-s-a-itsm-senior-technical-consultant-d27fee20-9982-4d25-b566-516a3db8f5e5;pln;16000;21000
b2b;e-xim-it-s-a-servicenow-senior-technical-consultant-e10f3a9a-e137-4d3c-9619-78499e3d2bd4;pln;16000;21000
b2b;e-xim-it-s-a-servicenow-senior-technical-consultant-krakow;pln;16000;21000
b2b;gamivo-s-a-backend-php-developer-cfac947c-250f-467f-a4cf-6877b249eb1c;pln;8000;16000
permanent;gamivo-s-a-backend-php-developer-cfac947c-250f-467f-a4cf-6877b249eb1c;pln;6000;11000
b2b;cshark-it-business-analyst-25516a33-68a8-494b-9928-ef054df072ea;pln;18000;25000
permanent;wazdan-frontend-game-developer;;;
b2b;wazdan-frontend-game-developer;;;
permanent;reply-technical-lead-people-manager;pln;22000;28000
b2b;reply-shopware-developer;pln;16000;28000
permanent;reply-shopware-developer;pln;13000;22000
b2b;the-knights-of-unity-unity-developer-55fe1f13-3c40-4b60-a1c5-68fa3ca0c87e;pln;10000;20000
b2b;reply-senior-cloud-engineer;pln;16000;28000
permanent;reply-senior-cloud-engineer;pln;13000;22000
permanent;cic-poland-junior-front-end-developer;pln;12000;12000
b2b;blesu-react-native-developer;pln;7000;9000
b2b;infopulse-software-engineer-in-test;pln;18480;27720
permanent;infopulse-software-engineer-in-test;pln;18000;23000
b2b;vector-software-senior-azure-devops-warszawa;usd;5000;7500
permanent;cpl-poland-jr-sr-sap-dev-fullstack-back-frontend;pln;14600;22500
b2b;infopulse-software-qa-automation-engineer-11530;pln;25200;32760
permanent;infopulse-software-qa-automation-engineer-11530;pln;20000;27000
b2b;infolet-senior-java-developer;pln;17000;23600
permanent;infolet-senior-java-developer;pln;14000;17800
b2b;miquido-ios-developer-poznan;pln;12600;16500
permanent;miquido-ios-developer-poznan;pln;10600;13800
permanent;fortum-analityk-baz-danych;;;
b2b;flyps-android-developer-mid-senior;pln;13000;26000
b2b;playbook-engineering-product-owner;pln;15000;22000
permanent;playbook-engineering-product-owner;pln;15000;22000
b2b;qurate-retail-group-associate-ios-applications-developer;;;
b2b;pawapass-senior-backend-developer-with-go;eur;5500;8500
permanent;cersanit-s-a-junior-it-support-specialist;;;
b2b;jutro-medical-helpdesk-specialist;;;
b2b;winged-it-android-developer;eur;6000;6600
permanent;chess24-product-owner;eur;3000;5000
b2b;provectus-automation-qa-engineer-java;;;
permanent;provectus-automation-qa-engineer-java;;;
b2b;displate-software-engineer-backend-php-6aa53442-031b-4c5c-b5eb-a158ec076ed4;pln;14000;19000
permanent;displate-software-engineer-backend-php-6aa53442-031b-4c5c-b5eb-a158ec076ed4;pln;14000;19000
b2b;codilime-engineering-manager-in-codilime;pln;22500;35000
permanent;standard-chartered-gbs-sp-z-o-o-cloud-sre-engineer;;;
b2b;trilogy-international-java-developer-krakow;eur;7000;9000
b2b;larsen-toubro-infotech-ms-dynamics-365-finance-consultant;pln;15000;18000
permanent;larsen-toubro-infotech-ms-dynamics-365-finance-consultant;pln;15000;18000
b2b;infolet-data-engineer-krakow;pln;24000;32000
permanent;infolet-data-engineer-krakow;pln;20000;24400
b2b;nocowanie-pl-it-project-manager-scrum;;;
permanent;nocowanie-pl-it-project-manager-scrum;;;
b2b;larsen-toubro-infotech-ms-dynamics-365-finance-lead;pln;22000;25000
permanent;larsen-toubro-infotech-ms-dynamics-365-finance-lead;pln;22000;25000
permanent;fortum-analityk-baz-danych-c90348ad-bdb4-4efa-b83d-848e69bc86c8;;;
b2b;infolet-programista-systemowy;pln;15000;19000
permanent;infolet-programista-systemowy;pln;13000;16500
b2b;square-one-android-developer;pln;21000;29000
permanent;cic-poland-front-end-developer;pln;17000;20000
permanent;concentrix-java-application-support-warszawa;pln;8000;12000
b2b;sintra-digital-business-junior-shopify-developer-3813d5fb-900a-44d5-9bb4-f949d659c142;pln;4000;7000
b2b;deloitte-polska-servicenow-architect-tech-lead;;;
permanent;deloitte-polska-servicenow-architect-tech-lead;;;
b2b;smartbear-product-group-architect;;;
permanent;smartbear-product-group-architect;;;
permanent;tata-consultancy-services-java-microservices-developer;;;
permanent;pwc-polska-senior-net-software-engineer;;;
b2b;pwc-polska-senior-net-software-engineer;;;
b2b;unity-group-scrum-master-koordynator-projektow;pln;11800;14300
permanent;unity-group-scrum-master-koordynator-projektow;pln;8700;10500
b2b;andersen-net-developer-c57cbfad-7dcf-4c85-8a60-e826ced3ab19;pln;18000;24000
permanent;andersen-net-developer-c57cbfad-7dcf-4c85-8a60-e826ced3ab19;pln;15000;19000
b2b;astek-polska-tester-manualny-automatyczny;pln;18000;20000
permanent;grafton-recruitment-application-support-engineer;pln;10000;12000
permanent;grafton-recruitment-systems-integration-engineer;pln;10000;12000
permanent;fortum-analityk-baz-danych-8e5bc95c-47af-4526-8901-6c906845a704;;;
b2b;retail-associate-android-developer-marketing;;;
b2b;datapolis-draft-programista-net;;;
permanent;cpl-poland-senior-net-developer;pln;19000;25000
b2b;linkfactory-mid-php-developer-saas-project;pln;15000;19000
permanent;grafton-recruitment-technical-coordinator;pln;10000;12000
b2b;reply-real-time-software-engineer;pln;16000;28000
permanent;reply-real-time-software-engineer;pln;13000;22000
permanent;studio-moderna-magento-software-developer;pln;12400;16000
b2b;reply-data-platform-devops-engineer;pln;16000;28000
permanent;reply-data-platform-devops-engineer;pln;13000;22000
b2b;reply-senior-cloud-developer;pln;16000;28000
permanent;reply-senior-cloud-developer;pln;13000;22000
b2b;reply-devops-engineer-katowice;pln;12000;22000
permanent;reply-devops-engineer-katowice;pln;9000;16000
permanent;cbre-business-services-organisation-business-analytics-supervisor;pln;13000;15000
b2b;reply-embedded-software-architect;pln;16000;28000
permanent;reply-embedded-software-architect;pln;13000;22000
b2b;reply-embedded-software-engineer;pln;12000;22000
permanent;reply-embedded-software-engineer;pln;9000;16000
permanent;samsung-r-d-institute-poland-senior-frontend-developer;;;
permanent;nestle-polska-s-a-data-analyst-supply-chain-analytics-d754f44e-2027-4272-a4c4-c03e95bec467;;;
permanent;nestle-polska-s-a-data-analyst-supply-chain-analytics-warszawa;;;
b2b;unic-senior-net-c-sitecore-team-leader;;;
b2b;mobica-java-jee-backend-developer;pln;15200;22400
permanent;kainos-trainee-workday-integrations-consultant;;;
b2b;mobica-software-engineer-kernel-driver;pln;21000;31500
b2b;livechat-software-sa-quality-assurance-specialist-krakow;pln;11800;18300
permanent;fraba-group-business-intelligence-specialist;;;
permanent;proservice-finteco-sp-z-o-o-starszy-spacjalista-wsparcia-it;pln;3500;6000
b2b;natek-automation-tester;pln;14700;17000
permanent;natek-automation-tester;pln;11000;12000
b2b;experis-manpowergroup-go-developer;pln;25200;28560
mandate_contract;codilime-system-and-network-administrator-intern-wroclaw;pln;3500;3500
b2b;experis-manpowergroup-open-source-compliance-and-tech-reviewer;pln;30240;33600
b2b;inspeerity-sp-z-o-o-ios-developer;;;
permanent;centrum-programowania-t1-sp-z-o-o-ux-ui-designer;pln;20000;30000
b2b;centrum-programowania-t1-sp-z-o-o-ux-ui-designer;pln;16000;24000
permanent;backbase-frontend-engineer;;;
permanent;backbase-backend-engineer;;;
b2b;itlt-android-developer-kotlin-ade5c2b2-4de4-46cb-8bfb-0a4067fe0a91;pln;28500;33000
b2b;grupa-interia-pl-backend-developer;pln;9000;14000
permanent;grupa-interia-pl-backend-developer;pln;8000;12000
b2b;budimex-wlasciciel-linii-produktow;;;
permanent;budimex-wlasciciel-linii-produktow;;;
b2b;bms-sp-z-o-o-frontend-developer-angular-warszawa;pln;14000;19000
permanent;bms-sp-z-o-o-frontend-developer-angular-warszawa;pln;11500;16000
permanent;symmetry-junior-application-support-analyst;;;
b2b;symmetry-junior-application-support-analyst;;;
permanent;fraba-group-front-end-software-developer;;;
permanent;dxc-application-system-engineer-warszawa;;;
b2b;itligent-senior-android-developer-warszawa;pln;25000;29000
b2b;7n-tester-automatyzujacy-mid-senior;pln;18480;23520
permanent;sii-regular-java-developer-fdb93d0d-c57f-4334-878c-9faf4d81f023;pln;20000;27000
b2b;sienn-back-end-developer-e0d5ff3e-a14b-45c8-a096-5cc11f8f107e;pln;14000;23500
permanent;sienn-back-end-developer-e0d5ff3e-a14b-45c8-a096-5cc11f8f107e;pln;11600;19500
permanent;centrum-programowania-t1-sp-z-o-o-mid-senior-back-end-developer;pln;15000;30000
b2b;centrum-programowania-t1-sp-z-o-o-mid-senior-back-end-developer;pln;12000;24000
